ID_SAEB;ID_SERIE;TP_DISCIPLINA;NU_BLOCO;NU_POSICAO;ID_ITEM;NU_DESCRITOR_HABILIDADE;TX_GABARITO;TP_ITEM;TP_ITEM_MODELO;A;B;C;B1;B2;B3
2023;3;MT;3;5;111209N;D17;C;Resposta Objetiva;M3P;0.88535;0.81668;0.31608;;;
2023;3;MT;3;6;102835;D8;A;Resposta Objetiva;M3P;2.64256;1.92949;0.1719;;;
2023;3;MT;3;7;139228;9A2.2;C;Resposta Objetiva;M3P;1.89163;0.68129;0.26771;;;
2023;3;MT;3;8;109889;D12;B;Resposta Objetiva;M3P;1.24825;1.55093;0.22431;;;
2023;3;MT;3;9;109718;D6;D;Resposta Objetiva;M3P;1.58165;0.58375;0.11977;;;
2023;3;MT;3;10;111132;D11;B;Resposta Objetiva;M3P;1.19746;1.9267;0.18218;;;
2023;3;MT;3;11;111214;D19;A;Resposta Objetiva;M3P;1.72582;1.62119;0.13723;;;
2023;3;MT;3;12;110558;D12;E;Resposta Objetiva;M3P;1.95435;1.95307;0.03274;;;
2023;3;MT;3;13;111212;D5;D;Resposta Objetiva;M3P;1.77503;1.87577;0.14631;;;
2023;3;MT;4;1;111002;D12;C;Resposta Objetiva;M3P;1.99981;2.05459;0.27728;;;
2023;3;MT;4;2;109888;D5;D;Resposta Objetiva;M3P;1.86207;1.89919;0.27307;;;
2023;3;MT;4;3;110040;D33;B;Resposta Objetiva;M3P;4.2275;1.7446;0.1329;;;
2023;3;MT;4;4;110612;D16;A;Resposta Objetiva;M3P;0.74625;1.09251;0.17954;;;
2023;3;MT;4;5;110554;D25;D;Resposta Objetiva;M3P;0.73383;2.4444;0.26985;;;
2023;3;MT;4;6;110378;D7;E;Resposta Objetiva;M3P;0.94621;2.01439;0.10537;;;
2023;3;MT;4;7;28734;D23;A;Resposta Objetiva;M3P;1.60188;0.10312;0.1133;;;
2023;3;MT;4;8;28647N;D14;D;Resposta Objetiva;M3P;2.16739;1.03592;0.07478;;;
2023;3;MT;4;9;70366;D9;B;Resposta Objetiva;M3P;1.06062;0.57426;0.20821;;;
2023;3;MT;4;10;111356;D34;E;Resposta Objetiva;M3P;1.0775;0.90771;0.10778;;;
2023;3;MT;4;11;109482;D17;B;Resposta Objetiva;M3P;;;;;;
2023;3;MT;4;12;67521;D11;C;Resposta Objetiva;M3P;2.10642;1.32588;0.11727;;;
2023;3;MT;4;13;111254;D4;A;Resposta Objetiva;M3P;1.19166;2.11828;0.24039;;;
2023;3;MT;5;1;109861;D4;D;Resposta Objetiva;M3P;1.46815;1.43525;0.14787;;;
2023;3;MT;5;2;111348;D2;C;Resposta Objetiva;M3P;1.77607;1.43401;0.14035;;;
2023;3;MT;5;3;109852;D35;D;Resposta Objetiva;M3P;0.96047;-0.49761;0.17585;;;
2023;3;MT;5;4;111020;D24;E;Resposta Objetiva;M3P;2.36607;1.52833;0.11107;;;
2023;3;MT;5;5;109864;D13;C;Resposta Objetiva;M3P;2.43326;1.94625;0.1949;;;
2023;3;MT;5;6;112332;D6;A;Resposta Objetiva;M3P;1.17114;0.01963;0.15224;;;
2023;3;MT;5;7;139580;9N1.7;A;Resposta Objetiva;M3P;0.70699;1.74;0.24771;;;
2023;3;MT;5;8;65805;D13;B;Resposta Objetiva;M3P;1.2527;1.19819;0.21525;;;
2023;3;MT;5;9;109492;D3;A;Resposta Objetiva;M3P;1.39007;1.13924;0.38841;;;
2023;3;MT;5;10;110652;D22;C;Resposta Objetiva;M3P;0.71079;0.86846;0.11849;;;
2023;3;MT;5;11;110709;D16;D;Resposta Objetiva;M3P;1.61583;0.98979;0.12765;;;
2023;3;MT;5;12;110757;D8;A;Resposta Objetiva;M3P;2.13878;1.61523;0.12048;;;
2023;3;MT;5;13;109514;D1;B;Resposta Objetiva;M3P;1.37724;1.58763;0.15179;;;
2023;3;MT;6;1;110939;D27;X;Resposta Objetiva;M3P;;;;;;
2023;3;MT;6;2;111347N;D31;C;Resposta Objetiva;M3P;1.35218;1.64959;0.23589;;;
2023;3;MT;6;3;110785N;D3;C;Resposta Objetiva;M3P;0.67048;-0.5516;0.0035;;;
2023;3;MT;6;4;111355;D34;E;Resposta Objetiva;M3P;1.0172;-0.51093;0.14113;;;
2023;3;MT;6;5;102842;D12;A;Resposta Objetiva;M3P;0.79044;1.54202;0.22278;;;
2023;3;MT;6;6;102866;D8;E;Resposta Objetiva;M3P;1.38253;1.86405;0.20843;;;
2023;3;MT;6;7;28581N;D15;D;Resposta Objetiva;M3P;1.69505;1.24272;0.07822;;;
2023;3;MT;6;8;111374;D8;C;Resposta Objetiva;M3P;1.53973;1.87921;0.15595;;;
2023;3;MT;6;9;70460;D19;B;Resposta Objetiva;M3P;1.31685;0.28044;0.16181;;;
2023;3;MT;6;10;110961;D23;E;Resposta Objetiva;M3P;2.36718;1.64411;0.07698;;;
2023;3;MT;6;11;111008;D28;A;Resposta Objetiva;M3P;1.39663;2.34848;0.18416;;;
2023;3;MT;6;12;111375N;D5;E;Resposta Objetiva;M3P;2.39569;1.8936;0.07353;;;
2023;3;MT;6;13;111241;D2;B;Resposta Objetiva;M3P;1.11841;1.66685;0.21762;;;
2023;3;MT;7;1;69114;D13;E;Resposta Objetiva;M3P;0.82368;2.15656;0.21457;;;
2023;3;MT;7;2;112433N;D4;D;Resposta Objetiva;M3P;1.19339;0.5384;0.09074;;;
2023;3;MT;7;3;109247N;D32;B;Resposta Objetiva;M3P;1.0556;2.06317;0.1899;;;
2023;3;MT;7;4;111039;D15;B;Resposta Objetiva;M3P;0.84933;2.09747;0.19888;;;
2023;3;MT;7;5;102909;D21;E;Resposta Objetiva;M3P;1.00488;0.00759;0.13032;;;
2023;3;MT;7;6;111377;D35;C;Resposta Objetiva;M3P;0.995;-0.58465;0.19461;;;
2023;3;MT;7;7;140104;9A2.1;D;Resposta Objetiva;M3P;1.67945;0.84022;0.22441;;;
2023;3;MT;7;8;65310;D18;B;Resposta Objetiva;M3P;1.796;1.10124;0.26499;;;
2023;3;MT;7;9;111068;D1;C;Resposta Objetiva;M3P;1.03618;0.89772;0.29032;;;
2023;3;MT;7;10;110452;D24;C;Resposta Objetiva;M3P;3.03039;1.82695;0.09506;;;
2023;3;MT;7;11;111350;D18;A;Resposta Objetiva;M3P;3.09964;1.75849;0.09264;;;
2023;3;MT;7;12;110883;D9;D;Resposta Objetiva;M3P;1.87242;1.84725;0.19778;;;
2023;3;MT;7;13;109857;D3;A;Resposta Objetiva;M3P;0.76689;-0.67591;0.14228;;;
2023;5;CH;1;1;127096;1.0/A1;C;Resposta Objetiva;M3PL;2.057843256;-1.511867391;0.15789144;;;
2023;5;CH;1;1;136400;1.0/C1;A/B;Resposta Construída;MRG;0.824717716;;;0.369205869;;
2023;5;CH;1;2;128780;6.0/B6;B;Resposta Objetiva;M3PL;1.866741115;-0.075595561;0.203730212;;;
2023;5;CH;1;3;128223;1.0/C1;D;Resposta Objetiva;M3PL;1.649227491;1.15698991;0.172827264;;;
2023;5;CH;1;4;127298;6.0/C6;A;Resposta Objetiva;M3PL;1.672860177;0.561535729;0.199311492;;;
2023;5;CH;1;5;127113;3.0/B3;D;Resposta Objetiva;M3PL;1.939510878;-0.346541994;0.1492962;;;
2023;5;CH;1;6;127174;4.0/A4;B;Resposta Objetiva;M3PL;1.841037242;0.301409984;0.182360053;;;
2023;5;CH;1;7;127463;1.0/B1;D;Resposta Objetiva;M3PL;1.871786206;0.559191906;0.202060424;;;
2023;5;CH;1;8;127362;6.0/B6;C;Resposta Objetiva;M3PL;1.267768268;-0.352433831;0.139856876;;;
2023;5;CH;1;9;128198;2.0/C2;A;Resposta Objetiva;M3PL;1.812985927;-0.56291266;0.210648478;;;
2023;5;CH;1;10;127896;3.0/C3;B;Resposta Objetiva;M3PL;1.874232058;-0.201980668;0.169629592;;;
2023;5;CH;1;11;127465;3.0/B3;C;Resposta Objetiva;M3PL;1.140327123;0.159864391;0.179628709;;;
2023;5;CH;1;12;127908;6.0/B6;A;Resposta Objetiva;M3PL;2.259994867;-0.677677302;0.150680558;;;
2023;5;CH;2;1;127355;2.0/A2;C;Resposta Objetiva;M3PL;2.17454395;-0.92822372;0.174205279;;;
2023;5;CH;2;1;136492;1.0/C1;A/B;Resposta Construída;MRG;1.51112086;;;-0.382586288;0.294335655;
2023;5;CH;2;2;127573;6.0/A6;A;Resposta Objetiva;M3PL;0.961591739;0.943812409;0.241175936;;;
2023;5;CH;2;3;127082;2.0/C2;B;Resposta Objetiva;M3PL;0.511595271;-0.102607079;0.164267822;;;
2023;5;CH;2;4;127640;6.0/C6;B;Resposta Objetiva;M3PL;2.161011511;1.71691965;0.41970986;;;
2023;5;CH;2;5;127547;1.0/B1;B;Resposta Objetiva;M3PL;0.884725088;0.919446471;0.181258192;;;
2023;5;CH;2;6;127636;1.0/A1;D;Resposta Objetiva;M3PL;1.417762266;0.763488946;0.158222554;;;
2023;5;CH;2;7;127285;6.0/A6;C;Resposta Objetiva;M3PL;2.426555278;-0.848171758;0.175257463;;;
2023;5;CH;2;8;127283;6.0/B6;C;Resposta Objetiva;M3PL;1.819307961;1.201833977;0.205012761;;;
2023;5;CH;2;9;127208;1.0/B1;D;Resposta Objetiva;M3PL;1.23229776;0.054213;0.136846558;;;
2023;5;CH;2;10;127237;1.0/B1;A;Resposta Objetiva;M3PL;2.38311177;0.077221355;0.231789758;;;
2023;5;CH;2;11;127160;6.0/C6;A;Resposta Objetiva;M3PL;1.970697448;0.57604318;0.27404975;;;
2023;5;CH;2;12;127414;1.0/A1;D;Resposta Objetiva;M3PL;1.377566448;-1.066134523;0.163065839;;;
2023;5;CH;3;1;127536;3.0/A3;B;Resposta Objetiva;M3PL;2.095246547;-1.098161671;0.176373724;;;
2023;5;CH;3;1;136502;2.0/C2;A/B;Resposta Construída;MRG;1.359016636;;;0.040437115;0.790606202;
2023;5;CH;3;2;127628;4.0/A4;A;Resposta Objetiva;M3PL;1.090391997;1.136627742;0.288367722;;;
2023;5;CH;3;3;128592;6.0/B6;D;Resposta Objetiva;M3PL;0.834064268;-0.129654182;0.131106162;;;
2023;5;CH;3;4;128378;3.0/B3;C;Resposta Objetiva;M3PL;1.330508556;-0.146315418;0.190885484;;;
2023;5;CH;3;5;127374;6.0/A6;A;Resposta Objetiva;M3PL;1.260292954;-0.546255793;0.161758943;;;
2023;5;CH;3;6;128131;3.0/B3;C;Resposta Objetiva;M3PL;1.515831497;1.472355021;0.196408927;;;
2023;5;CH;3;7;127479;5.0/A5;D;Resposta Objetiva;M3PL;1.402085231;0.188509731;0.144239016;;;
2023;5;CH;3;8;127181;3.0/A3;C;Resposta Objetiva;M3PL;1.609422243;0.018979999;0.183081935;;;
2023;5;CH;3;9;128693;1.0/B1;B;Resposta Objetiva;M3PL;1.852969038;0.337741482;0.232045132;;;
2023;5;CH;3;10;128025;6.0/B6;B;Resposta Objetiva;M3PL;0.930913095;-0.033672438;0.152431195;;;
2023;5;CH;3;11;127289;6.0/B6;A;Resposta Objetiva;M3PL;2.362893362;0.510564263;0.200314696;;;
2023;5;CH;3;12;127155;6.0/A6;D;Resposta Objetiva;M3PL;1.579633849;-1.114422692;0.150544749;;;
2023;5;CH;4;1;127054;3.0/A3;A;Resposta Objetiva;M3PL;1.824437646;-1.578719699;0.196637422;;;
2023;5;CH;4;1;136486;3.0/C3;A/B;Resposta Construída;MRG;1.250770707;;;0.514228218;;
2023;5;CH;4;2;127091;2.0/B2;D;Resposta Objetiva;M3PL;1.28680103;-0.8946542;0.124696624;;;
2023;5;CH;4;3;127090;6.0/A6;B;Resposta Objetiva;M3PL;1.39382766;0.265642602;0.175980112;;;
2023;5;CH;4;4;127210;3.0/B3;B;Resposta Objetiva;M3PL;1.611964409;0.097217603;0.214177273;;;
2023;5;CH;4;5;127152;6.0/B6;D;Resposta Objetiva;M3PL;1.811480731;-0.226048822;0.162201226;;;
2023;5;CH;4;6;126652;1.0/C1;C;Resposta Objetiva;M3PL;0.924512153;1.791277629;0.165403158;;;
2023;5;CH;4;7;127126;1.0/B1;B;Resposta Objetiva;M3PL;1.646193905;0.118057459;0.205022285;;;
2023;5;CH;4;8;127185;5.0/B5;A;Resposta Objetiva;M3PL;1.778326457;-0.152021112;0.248155541;;;
2023;5;CH;4;9;126839;5.0/A5;A;Resposta Objetiva;M3PL;0.753735571;-0.699863016;0.189675217;;;
2023;5;CH;4;10;127607;3.0/B3;C;Resposta Objetiva;M3PL;2.291057558;0.355915953;0.215810555;;;
2023;5;CH;4;11;127993;4.0/C4;D;Resposta Objetiva;M3PL;2.67135762;0.122843417;0.202310514;;;
2023;5;CH;4;12;126812;6.0/A6;C;Resposta Objetiva;M3PL;1.430338118;-1.530556897;0.180643036;;;
2023;5;CH;5;1;127692;2.0/B2;A;Resposta Objetiva;M3PL;1.032915103;-1.19587827;0.186969761;;;
2023;5;CH;5;1;136563;3.0/C3;A/B;Resposta Construída;MRG;0.967953875;;;1.110743138;;
2023;5;CH;5;2;127223;2.0/C2;B;Resposta Objetiva;M3PL;1.255846267;1.419001656;0.227395438;;;
2023;5;CH;5;3;127127;6.0/A6;B;Resposta Objetiva;M3PL;1.295279957;0.342465718;0.261480676;;;
2023;5;CH;5;4;127372;1.0/B1;A;Resposta Objetiva;M3PL;1.069959682;0.756656718;0.206382783;;;
2023;5;CH;5;5;127171;2.0/B2;D;Resposta Objetiva;M3PL;1.13383019;-0.018998702;0.147582435;;;
2023;5;CH;5;6;127151;6.0/A6;B;Resposta Objetiva;M3PL;2.082636575;-0.145486469;0.249786634;;;
2023;5;CH;5;7;128583;3.0/C3;C;Resposta Objetiva;M3PL;1.62409283;0.753491264;0.237801159;;;
2023;5;CH;5;8;127224;4.0/B4;C;Resposta Objetiva;M3PL;1.690928966;0.245073339;0.182291069;;;
2023;5;CH;5;9;128627;1.0/B1;D;Resposta Objetiva;M3PL;1.709248355;0.87920164;0.239553592;;;
2023;5;CH;5;10;128407;1.0/B1;D;Resposta Objetiva;M3PL;1.900412992;0.008922044;0.184120276;;;
2023;5;CH;5;11;127195;5.0/B5;C;Resposta Objetiva;M3PL;1.174524007;-0.385329448;0.145227839;;;
2023;5;CH;5;12;127142;4.0/B4;A;Resposta Objetiva;M3PL;2.279507534;-1.007854366;0.161420185;;;
2023;5;CH;6;1;127105;2.0/A2;C;Resposta Objetiva;M3PL;1.8143426;-1.337758697;0.145648377;;;
2023;5;CH;6;1;136580;4.0/C4;A/B;Resposta Construída;MRG;1.52094254;;;0.217950174;1.091637146;
2023;5;CH;6;2;127221;6.0/B6;B;Resposta Objetiva;M3PL;2.062375467;1.448427755;0.227427729;;;
2023;5;CH;6;3;128720;5.0/C5;D;Resposta Objetiva;M3PL;0.66474813;1.369314413;0.155373992;;;
2023;5;CH;6;4;127130;1.0/C1;A;Resposta Objetiva;M3PL;1.725491918;-1.016748447;0.156375919;;;
2023;5;CH;6;5;126958;2.0/A2;D;Resposta Objetiva;M3PL;0.656592296;-0.049751086;0.166350364;;;
2023;5;CH;6;6;127820;6.0/B6;A;Resposta Objetiva;M3PL;1.085463958;-0.615504765;0.151198828;;;
2023;5;CH;6;7;127377;3.0/B3;B;Resposta Objetiva;M3PL;0.875970348;0.918215538;0.183081231;;;
2023;5;CH;6;8;128524;3.0/C3;B;Resposta Objetiva;M3PL;1.675138802;0.97344806;0.23701478;;;
2023;5;CH;6;9;128573;1.0/B1;A;Resposta Objetiva;M3PL;1.137832961;-0.187504283;0.139626833;;;
2023;5;CH;6;10;127125;6.0/A6;D;Resposta Objetiva;M3PL;1.601088927;0.683693138;0.14886269;;;
2023;5;CH;6;11;127493;4.0/B4;C;Resposta Objetiva;M3PL;1.673128465;-0.317237138;0.172987895;;;
2023;5;CH;6;12;128483;2.0/B2;C;Resposta Objetiva;M3PL;2.270978342;-1.048482119;0.142579211;;;
2023;5;CH;7;1;127654;1.0/A1;D;Resposta Objetiva;M3PL;2.023727795;-1.467953175;0.166275054;;;
2023;5;CH;7;1;136520;5.0/C5;A/B;Resposta Construída;MRG;1.440184479;;;0.315664626;1.297505584;
2023;5;CH;7;2;129084;4.0/A4;B;Resposta Objetiva;M3PL;1.03005256;-0.91520931;0.155826345;;;
2023;5;CH;7;3;127982;3.0/A3;D;Resposta Objetiva;M3PL;1.586384819;0.71580536;0.210447789;;;
2023;5;CH;7;4;127490;3.0/A3;B;Resposta Objetiva;M3PL;1.055715835;-0.64960669;0.14960108;;;
2023;5;CH;7;5;127897;5.0/C5;A;Resposta Objetiva;M3PL;1.231079753;-0.528704411;0.163664815;;;
2023;5;CH;7;6;127225;6.0/B6;A;Resposta Objetiva;M3PL;0.971352319;0.785133867;0.205147579;;;
2023;5;CH;7;7;127376;4.0/C4;C;Resposta Objetiva;M3PL;2.517228865;1.960241042;0.13432312;;;
2023;5;CH;7;8;127088;2.0/B2;D;Resposta Objetiva;M3PL;2.103817301;1.48195905;0.197409062;;;
2023;5;CH;7;9;127103;3.0/A3;C;Resposta Objetiva;M3PL;2.120354718;0.750702695;0.216535627;;;
2023;5;CH;7;10;128049;3.0/A3;C;Resposta Objetiva;M3PL;1.941526307;-0.397234893;0.177145983;;;
2023;5;CH;7;11;127906;6.0/C6;B;Resposta Objetiva;M3PL;0.98098189;0.575290708;0.134125881;;;
2023;5;CH;7;12;127176;1.0/B1;A;Resposta Objetiva;M3PL;1.259450099;-0.833823237;0.149803588;;;
2023;5;CH;8;1;129154;2.0/B2;A;Resposta Objetiva;M3PL;2.327111586;-0.958494047;0.208010871;;;
2023;5;CH;8;1;136323;6.0/C6;A/B;Resposta Construída;MRG;1.410620944;;;0.766264023;;
2023;5;CH;8;2;127878;2.0/C2;B;Resposta Objetiva;M3PL;1.494791041;-0.660373974;0.145736817;;;
2023;5;CH;8;3;128638;2.0/B2;C;Resposta Objetiva;M3PL;0.764091061;0.567305773;0.171879886;;;
2023;5;CH;8;4;127179;5.0/A5;D;Resposta Objetiva;M3PL;1.612901127;-0.343595862;0.183258498;;;
2023;5;CH;8;5;128179;6.0/B6;C;Resposta Objetiva;M3PL;2.007351084;-0.282455491;0.156061696;;;
2023;5;CH;8;6;129081;1.0/A1;A;Resposta Objetiva;M3PL;1.016994024;1.10722899;0.196540828;;;
2023;5;CH;8;7;127167;3.0/A3;D;Resposta Objetiva;M3PL;1.480166095;1.080818097;0.198479753;;;
2023;5;CH;8;8;128767;1.0/B1;C;Resposta Objetiva;M3PL;1.466378659;0.871544659;0.228073369;;;
2023;5;CH;8;9;129309;5.0/B5;B;Resposta Objetiva;M3PL;1.729877666;-0.573754684;0.165526562;;;
2023;5;CH;8;10;128691;1.0/B1;A;Resposta Objetiva;M3PL;0.788707098;0.073955272;0.146668253;;;
2023;5;CH;8;11;127544;3.0/B3;D;Resposta Objetiva;M3PL;1.919105764;-0.755886735;0.134584776;;;
2023;5;CH;8;12;127509;3.0/C3;B;Resposta Objetiva;M3PL;2.027957174;-0.033150969;0.181494036;;;
2023;5;CN;1;1;127207;A1;B;Resposta Objetiva;M3PL;1.055728846;-0.817704034;0.1194245;;;
2023;5;CN;1;1;136805;B1;A/B;Resposta Construída;MRG;0.608088587;;;-0.293260707;0.572512745;
2023;5;CN;1;2;128129;C1;C;Resposta Objetiva;M3PL;1.308545626;1.011421867;0.195758377;;;
2023;5;CN;1;3;127435;B1;A;Resposta Objetiva;M3PL;0.459332252;0.015543512;0.164955;;;
2023;5;CN;1;4;127711;B2;A;Resposta Objetiva;M3PL;0.776368103;-0.294775709;0.146780924;;;
2023;5;CN;1;5;127310;B3;C;Resposta Objetiva;M3PL;1.941957668;0.545374619;0.19570331;;;
2023;5;CN;1;6;128182;A3;B;Resposta Objetiva;M3PL;0.950221893;0.495865079;0.1986551;;;
2023;5;CN;1;7;128271;C2;B;Resposta Objetiva;M3PL;1.174294644;-0.08527653;0.143580845;;;
2023;5;CN;1;8;127540;B2;C;Resposta Objetiva;M3PL;1.189744433;0.516125043;0.158558481;;;
2023;5;CN;2;1;128207;A3;B;Resposta Objetiva;M3PL;1.294825393;-0.628323708;0.149768325;;;
2023;5;CN;2;1;136820;C1;A/B;Resposta Construída;MRG;1.018053658;;;0.01665986;0.575019794;
2023;5;CN;2;2;127614;A1;C;Resposta Objetiva;M3PL;1.618810544;-1.522656726;0.152874183;;;
2023;5;CN;2;3;127271;B2;A;Resposta Objetiva;M3PL;1.583532875;1.695666089;0.168645412;;;
2023;5;CN;2;4;127350;B1;C;Resposta Objetiva;M3PL;1.323960967;0.441471651;0.134896134;;;
2023;5;CN;2;5;127268;A2;D;Resposta Objetiva;M3PL;0.798390509;0.291178696;0.123609771;;;
2023;5;CN;2;6;127365;B2;B;Resposta Objetiva;M3PL;2.054792722;-0.545435137;0.156575577;;;
2023;5;CN;2;7;127375;B3;C;Resposta Objetiva;M3PL;1.640647177;0.296221998;0.185930115;;;
2023;5;CN;2;8;127522;C2;B;Resposta Objetiva;M3PL;1.923326292;0.564257295;0.173161964;;;
2023;5;CN;3;1;128530;B3;B;Resposta Objetiva;M3PL;1.213207981;0.794862331;0.187281125;;;
2023;5;CN;3;1;136765;B2;A/B;Resposta Construída;MRG;1.392040847;;;-0.181034388;1.089049304;
2023;5;CN;3;2;127311;A1;A;Resposta Objetiva;M3PL;1.644174409;-0.29604596;0.154824115;;;
2023;5;CN;3;3;127953;A3;C;Resposta Objetiva;M3PL;;;;;;
2023;5;CN;3;4;128372;B2;D;Resposta Objetiva;M3PL;0.694195906;0.871890988;0.12554306;;;
2023;5;CN;3;5;127956;B2;A;Resposta Objetiva;M3PL;1.889379652;-0.047326049;0.19051921;;;
2023;5;CN;3;6;127977;A2;D;Resposta Objetiva;M3PL;1.059767614;1.25037106;0.126534882;;;
2023;5;CN;3;7;127833;A3;B;Resposta Objetiva;M3PL;1.600606031;-0.959489543;0.156040757;;;
2023;5;CN;3;8;127755;B1;A;Resposta Objetiva;M3PL;2.108972998;0.136994859;0.211670487;;;
2023;5;CN;4;1;128438;B3;D;Resposta Objetiva;M3PL;1.173760352;1.051509026;0.168043781;;;
2023;5;CN;4;2;127767;B2;A;Resposta Objetiva;M3PL;1.110214031;-0.546649223;0.145624662;;;
2023;5;CN;4;3;127535;A2;C;Resposta Objetiva;M3PL;1.708384861;0.628290476;0.138706523;;;
2023;5;CN;4;4;128123;C3;B;Resposta Objetiva;M3PL;1.879969427;-1.087595592;0.138761854;;;
2023;5;CN;4;5;127370;A1;A;Resposta Objetiva;M3PL;1.180940282;0.441048295;0.188711725;;;
2023;5;CN;4;6;127583;B1;D;Resposta Objetiva;M3PL;1.58608346;-0.356609194;0.108103854;;;
2023;5;CN;4;7;127774;C1;B;Resposta Objetiva;M3PL;1.798019666;-0.604101553;0.148635156;;;
2023;5;CN;4;8;128278;C2;C;Resposta Objetiva;M3PL;1.411382047;-1.13627407;0.119846977;;;
2023;5;CN;5;1;127469;A2;C;Resposta Objetiva;M3PL;1.181402822;-0.122002141;0.149172581;;;
2023;5;CN;5;2;127602;B3;C;Resposta Objetiva;M3PL;2.12075064;0.237805068;0.193999859;;;
2023;5;CN;5;3;127556;A2;A;Resposta Objetiva;M3PL;1.123201904;0.783165406;0.270719672;;;
2023;5;CN;5;4;127608;C1;D;Resposta Objetiva;M3PL;1.673436778;-0.737137029;0.137221103;;;
2023;5;CN;5;5;127815;A3;C;Resposta Objetiva;M3PL;0.994363182;1.421250128;0.139937265;;;
2023;5;CN;5;6;127205;A1;D;Resposta Objetiva;M3PL;1.33464947;0.207980121;0.157682117;;;
2023;5;CN;5;7;127667;B2;D;Resposta Objetiva;M3PL;1.761309776;0.064685906;0.154759252;;;
2023;5;CN;5;8;127964;C2;A;Resposta Objetiva;M3PL;;;;;;
2023;5;CN;6;1;127406;A1;C;Resposta Objetiva;M3PL;1.744699193;0.443147474;0.195850725;;;
2023;5;CN;6;2;128111;C2;D;Resposta Objetiva;M3PL;1.997948678;-0.40162974;0.133246946;;;
2023;5;CN;6;3;127408;A2;A;Resposta Objetiva;M3PL;1.15172388;1.283616444;0.145909896;;;
2023;5;CN;6;4;128015;A3;C;Resposta Objetiva;M3PL;1.525104589;-0.044188469;0.201949967;;;
2023;5;CN;6;5;127899;B1;B;Resposta Objetiva;M3PL;1.044797777;-0.351486927;0.145164541;;;
2023;5;CN;6;6;127696;B2;B;Resposta Objetiva;M3PL;1.013951243;0.329812476;0.180639086;;;
2023;5;CN;6;7;127321;B1;D;Resposta Objetiva;M3PL;0.969215612;-1.198316681;0.138199745;;;
2023;5;CN;6;8;127433;B3;A;Resposta Objetiva;M3PL;1.634505653;-0.308219947;0.162685424;;;
2023;5;CN;7;1;127261;A1;A;Resposta Objetiva;M3PL;1.717144222;-0.299093563;0.183242064;;;
2023;5;CN;7;2;127487;B1;C;Resposta Objetiva;M3PL;1.714374727;0.478449425;0.146729526;;;
2023;5;CN;7;3;127415;C1;A;Resposta Objetiva;M3PL;0.631285993;0.024502841;0.161414433;;;
2023;5;CN;7;4;127281;A2;B;Resposta Objetiva;M3PL;1.219792727;-0.083255928;0.137523646;;;
2023;5;CN;7;5;127228;B2;C;Resposta Objetiva;M3PL;0.616708627;1.498410328;0.15317968;;;
2023;5;CN;7;6;127307;B3;C;Resposta Objetiva;M3PL;;;;;;
2023;5;CN;7;7;127657;A2;D;Resposta Objetiva;M3PL;1.839121003;-0.593035808;0.13468291;;;
2023;5;CN;7;8;127957;A3;D;Resposta Objetiva;M3PL;1.243012847;1.293334724;0.221743985;;;
2023;5;CN;8;1;128405;A1;C;Resposta Objetiva;M3PL;0.929342568;-1.552017242;0.179725959;;;
2023;5;CN;8;2;127990;C2;C;Resposta Objetiva;M3PL;2.032542506;0.664038504;0.199075045;;;
2023;5;CN;8;3;128541;C3;D;Resposta Objetiva;M3PL;1.402366666;-0.021913786;0.14417448;;;
2023;5;CN;8;4;127238;B1;B;Resposta Objetiva;M3PL;1.138011144;1.006711344;0.157924418;;;
2023;5;CN;8;5;127693;B2;C;Resposta Objetiva;M3PL;1.921724756;-0.29989683;0.148311696;;;
2023;5;CN;8;6;127467;A3;D;Resposta Objetiva;M3PL;0.958697847;-0.425914682;0.130198897;;;
2023;5;CN;8;7;127582;A1;B;Resposta Objetiva;M3PL;1.414117384;-1.459222969;0.127429144;;;
2023;5;CN;8;8;127304;A2;A;Resposta Objetiva;M3PL;1.058826381;-1.634656841;0.151762475;;;
2023;5;CN;9;1;127345;C3;C;Resposta Objetiva;M3PL;1.803006456;-1.154475245;0.12699547;;;
2023;5;CN;9;2;128109;C1;B;Resposta Objetiva;M3PL;1.348987975;-0.268712966;0.155035033;;;
2023;5;CN;9;3;128307;B3;A;Resposta Objetiva;M3PL;0.964265553;1.011220684;0.20878222;;;
2023;5;CN;9;4;128258;C2;B;Resposta Objetiva;M3PL;1.730858054;0.54538627;0.227751496;;;
2023;5;CN;9;5;127647;B2;D;Resposta Objetiva;M3PL;2.009629189;-0.623563108;0.146080648;;;
2023;5;CN;9;6;127754;B1;C;Resposta Objetiva;M3PL;1.195816186;-0.046226695;0.13753859;;;
2023;5;CN;9;7;127523;A1;C;Resposta Objetiva;M3PL;1.155343936;-0.979332774;0.131425473;;;
2023;5;CN;9;8;127494;A2;A;Resposta Objetiva;M3PL;1.121312368;0.970571098;0.260171966;;;
2023;5;LP;1;1;95928;D1;D;Resposta Objetiva;M3P;1.4521;-1.91729;0.11785;;;
2023;5;LP;1;2;68305;D3;D;Resposta Objetiva;M3P;1.00364;-0.62241;0.13648;;;
2023;5;LP;1;3;95038;D2;B;Resposta Objetiva;M3P;1.30825;-0.72354;0.2992;;;
2023;5;LP;1;4;46160;D4;C;Resposta Objetiva;M3P;1.22374;-2.07353;0.05713;;;
2023;5;LP;1;5;34696;D10;D;Resposta Objetiva;M3P;0.76335;-0.49917;0.11944;;;
