ID_SAEB;ID_REGIAO;ID_UF;ID_MUNICIPIO;ID_AREA;ID_ESCOLA;IN_PUBLICA;ID_LOCALIZACAO;ID_TURMA;ID_SERIE;ID_ALUNO;IN_SITUACAO_CENSO;IN_PREENCHIMENTO_LP;IN_PREENCHIMENTO_MT;IN_PREENCHIMENTO_CH;IN_PREENCHIMENTO_CN;IN_PRESENCA_LP;IN_PRESENCA_MT;IN_PRESENCA_CH;IN_PRESENCA_CN;ID_CADERNO_LP;ID_BLOCO_1_LP;ID_BLOCO_2_LP;ID_CADERNO_MT;ID_BLOCO_1_MT;ID_BLOCO_2_MT;ID_CADERNO_CH;ID_BLOCO_1_CH;ID_BLOCO_2_CH;NU_BLOCO_1_ABERTA_CH;NU_BLOCO_2_ABERTA_CH;ID_CADERNO_CN;ID_BLOCO_1_CN;ID_BLOCO_2_CN;ID_BLOCO_3_CN;NU_BLOCO_1_ABERTA_CN;NU_BLOCO_2_ABERTA_CN;TX_RESP_BLOCO1_LP;TX_RESP_BLOCO2_LP;TX_RESP_BLOCO1_MT;TX_RESP_BLOCO2_MT;TX_RESP_BLOCO1_CH;TX_RESP_BLOCO2_CH;CO_CONCEITO_Q1_CH;CO_CONCEITO_Q2_CH;TX_RESP_BLOCO1_CN;TX_RESP_BLOCO2_CN;TX_RESP_BLOCO3_CN;CO_CONCEITO_Q1_CN;CO_CONCEITO_Q2_CN;IN_PROFICIENCIA_LP;IN_PROFICIENCIA_MT;IN_PROFICIENCIA_CH;IN_PROFICIENCIA_CN;IN_AMOSTRA;ESTRATO;ESTRATO_CIENCIAS;PESO_ALUNO_LP;PROFICIENCIA_LP;ERRO_PADRAO_LP;PROFICIENCIA_LP_SAEB;ERRO_PADRAO_LP_SAEB;PESO_ALUNO_MT;PROFICIENCIA_MT;ERRO_PADRAO_MT;PROFICIENCIA_MT_SAEB;ERRO_PADRAO_MT_SAEB;PESO_ALUNO_CH;PROFICIENCIA_CH;ERRO_PADRAO_CH;PROFICIENCIA_CH_SAEB;ERRO_PADRAO_CH_SAEB;PESO_ALUNO_CN;PROFICIENCIA_CN;ERRO_PADRAO_CN;PROFICIENCIA_CN_SAEB;ERRO_PADRAO_CN_SAEB;IN_PREENCHIMENTO_QUESTIONARIO;IN_INSE;INSE_ALUNO;NU_TIPO_NIVEL_INSE;PESO_ALUNO_INSE;TX_RESP_Q01;TX_RESP_Q02;TX_RESP_Q03;TX_RESP_Q04;TX_RESP_Q05a;TX_RESP_Q05b;TX_RESP_Q05c;TX_RESP_Q06;TX_RESP_Q07a;TX_RESP_Q07b;TX_RESP_Q07c;TX_RESP_Q07d;TX_RESP_Q07e;TX_RESP_Q08;TX_RESP_Q09;TX_RESP_Q10a;TX_RESP_Q10b;TX_RESP_Q10c;TX_RESP_Q10d;TX_RESP_Q10e;TX_RESP_Q10f;TX_RESP_Q11a;TX_RESP_Q11b;TX_RESP_Q11c;TX_RESP_Q12a;TX_RESP_Q12b;TX_RESP_Q12c;TX_RESP_Q12d;TX_RESP_Q12e;TX_RESP_Q12f;TX_RESP_Q12g;TX_RESP_Q13a;TX_RESP_Q13b;TX_RESP_Q13c;TX_RESP_Q13d;TX_RESP_Q13e;TX_RESP_Q13f;TX_RESP_Q13g;TX_RESP_Q13h;TX_RESP_Q13i;TX_RESP_Q14;TX_RESP_Q15a;TX_RESP_Q15b;TX_RESP_Q16;TX_RESP_Q17;TX_RESP_Q18;TX_RESP_Q19;TX_RESP_Q20;TX_RESP_Q21a;TX_RESP_Q21b;TX_RESP_Q21c;TX_RESP_Q21d;TX_RESP_Q21e;TX_RESP_Q22a;TX_RESP_Q22b;TX_RESP_Q22c;TX_RESP_Q22d;TX_RESP_Q22e;TX_RESP_Q22f;TX_RESP_Q22g;TX_RESP_Q22h;TX_RESP_Q23a;TX_RESP_Q23b;TX_RESP_Q23c;TX_RESP_Q23d;TX_RESP_Q23e;TX_RESP_Q23f;TX_RESP_Q23g;TX_RESP_Q23h;TX_RESP_Q23i
2023;1;11;6322170;2;61400934;1;1;1522886;5;49408798;1;1;1;;;1;1;;;3;3;4;3;3;4;;;;;;;;;;;;DDCBDBACDAB;CCBADBABABA;DBDBCBDBBDB;BBAACCDDBBA;;;;;;;;;;1;1;;;0;632217031;;9,91948E+14;-1807766;412899;150389082;22747994;9,91948E+14;-1983812;465892;13908451;26039788;;;;;;;;;;;1;1;529;5;12399355878;B;D;C;E;.;.;.;E;B;B;.;B;B;F;A;A;.;.;.;C;.;A;B;B;B;*;.;A;.;.;.;B;B;B;.;.;B;B;B;B;.;.;B;A;C;C;.;B;C;.;A;.;.;.;D;D;D;D;.;.;.;C;C;C;C;.;.;C;.;.
2023;1;11;6322170;2;61400934;1;1;1522886;5;49408799;1;1;1;;;1;1;;;1;1;2;1;1;2;;;;;;;;;;;;ABCDABCDABC;ABCDABCDABC;ABCDAB.DABC;ABCDABCDABC;;;;;;;;;;1;1;;;0;632217031;;9,91948E+14;-2414402;494766;116967465;27258323;9,91948E+14;-209368;525551;132943732;29374269;;;;;;;;;;;1;0;;1;;A;B;A;A;A;A;A;B;.;.;.;.;.;B;C;A;A;A;A;A;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;C;.;.;D;.;B;A;C;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61400934;1;1;1522886;5;49408800;1;1;1;;;1;1;;;17;3;6;17;3;6;;;;;;;;;;;;CAADABBCDBC;BABBDDCACAD;BDBCABADABB;BADADACADDB;;;;;;;;;;1;1;;;0;632217031;;9,91948E+14;-1648283;377355;159175537;20789756;9,91948E+14;-87979;389931;20079087;21794151;;;;;;;;;;;1;1;467;4;12399355878;B;B;A;C;A;A;A;D;B;B;.;.;.;F;F;C;B;B;C;C;B;A;A;A;B;A;D;B;B;B;D;B;B;A;B;B;A;B;A;A;A;B;.;D;B;A;A;A;C;B;D;D;D;C;D;C;D;C;C;A;B;B;B;B;B;B;C;C;B;C
2023;1;11;6322170;2;61400934;1;1;1522886;5;49408801;1;1;1;;;1;1;;;20;6;2;20;6;2;;;;;;;;;;;;CBDAAC*ADBD;AAADCDBDDBD;DDABACCCBDD;CACDCABBBCA;;;;;;;;;;1;1;;;0;632217031;;9,91948E+14;-2018204;40314;138795345;22210338;9,91948E+14;-369238;305198;22932681;17058227;;;;;;;;;;;1;1;677;7;12399355878;.;.;.;.;A;A;A;.;B;A;B;A;A;.;.;C;B;B;C;C;C;A;B;B;B;D;D;D;C;C;D;B;B;A;B;B;B;B;B;B;A;B;B;.;.;.;.;.;B;A;B;A;B;A;B;B;C;C;C;B;C;B;A;A;A;A;A;A;B;B
2023;1;11;6322170;2;61400934;1;1;1522886;5;49408802;1;1;1;;;1;1;;;16;2;5;16;2;5;;;;;;;;;;;;CACBDBCCDAD;ACDAC.ABDCA;BCCBCACBBDC;CABDABABCDC;;;;;;;;;;1;1;;;0;632217031;;9,91948E+14;-2215951;438142;127900798;24138716;9,91948E+14;-113056;390507;186774751;21826345;;;;;;;;;;;1;0;;1;;.;.;.;.;A;.;.;.;A;.;.;.;.;A;.;B;.;.;.;.;.;A;.;.;B;.;.;.;.;.;.;B;.;.;.;.;.;.;.;.;.;.;A;.;.;.;.;.;B;.;.;.;.;C;.;.;.;.;.;.;.;A;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61400934;1;1;1522886;5;49408803;1;1;1;;;1;1;;;18;4;7;18;4;7;;;;;;;;;;;;CACBDBAADBA;BADADBACBCC;BAABADDACDB;CCDDCAACCCB;;;;;;;;;;1;1;;;0;632217031;;9,91948E+14;-42499;349028;247643577;19229126;9,91948E+14;-1435078;473408;169754531;26459875;;;;;;;;;;;1;1;492;4;12399355878;A;B;A;C;A;A;A;C;B;B;A;A;.;.;.;.;.;.;.;.;.;.;.;.;B;.;C;B;B;B;D;B;B;B;B;A;A;B;B;B;B;B;.;D;B;A;A;A;C;C;C;A;D;B;D;D;D;A;C;B;B;B;B;A;A;A;C;A;A;B
2023;1;11;6322170;2;61400934;1;1;1522886;5;49408804;1;1;1;;;1;1;;;21;7;3;21;7;3;;;;;;;;;;;;DACAABCDACC;BAABDACDAAB;ADDDDDADDDD;DCAAADCDDDB;;;;;;;;;;1;1;;;0;632217031;;9,91948E+14;-179561;457539;151058797;25207362;9,91948E+14;-2046181;524898;135598562;29337771;;;;;;;;;;;1;1;353;2;12399355878;.;C;A;A;A;A;A;D;B;B;B;B;B;D;F;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;A;A;.;.;.;.;A;A;.;B;B;B;F;D;B;.;A;B;B;B;B;B;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B
2023;1;11;6322170;2;61400934;1;1;1522886;5;49409064;1;1;1;;;1;1;;;11;4;6;11;4;6;;;;;;;;;;;;CADBDBBADAC;CBDAAC*A*BD;CBACBDCBDBC;DDABACCCABD;;;;;;;;;;1;1;;;0;632217031;;9,91948E+14;-1194603;300576;184170294;16559743;9,91948E+14;-5337;362789;220134646;20277122;;;;;;;;;;;1;1;541;5;12399355878;A;B;A;A;A;A;A;A;B;B;A;A;A;F;F;A;C;C;C;C;B;A;A;B;C;D;*;B;B;B;D;B;B;B;*;A;*;B;B;B;A;B;B;D;A;B;B;A;A;A;B;*;D;A;B;D;A;D;C;C;C;C;C;C;D;*;.;C;D;B
2023;1;11;6322170;2;61400934;1;1;1522886;5;49409065;1;0;0;;;0;0;;;13;6;1;13;6;1;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61400934;1;1;1522886;5;49409066;1;1;1;;;1;1;;;12;5;7;12;5;7;;;;;;;;;;;;CCBADCBCDDC;CACCDAADBCA;CACBCCDBACB;CDDADDBCCDB;;;;;;;;;;1;1;;;0;632217031;;9,91948E+14;-804477;315997;205663647;17409337;9,91948E+14;-462621;373231;224107416;20860749;;;;;;;;;;;1;1;511;5;12399355878;A;B;A;C;A;A;A;C;B;B;.;.;B;D;F;C;C;C;C;C;B;A;B;B;B;A;D;B;C;B;D;B;B;A;B;A;A;B;B;B;C;B;A;D;B;A;A;A;B;A;B;D;D;D;C;D;D;D;D;A;D;A;A;A;B;B;B;B;A;B
2023;1;11;6322170;2;61400934;1;1;1522886;5;49409130;1;1;1;;;1;1;;;14;7;2;14;7;2;;;;;;;;;;;;*.*.*.C.C..;*.*.*.CCCAB;*.*.*......;*.*.*CBB...;;;;;;;;;;1;1;;;0;632217031;;9,91948E+14;-2501247;491844;112182882;2709734;9,91948E+14;-2392526;523823;116240533;29277687;;;;;;;;;;;1;0;;1;;A;B;A;F;B;.;.;B;B;.;.;.;.;A;F;C;B;B;C;B;C;B;B;B;*;.;C;.;C;B;.;B;B;.;.;.;.;.;.;.;A;B;.;B;D;.;B;A;C;.;C;D;.;A;C;D;B;.;C;B;.;C;A;C;C;B;D;B;.;B
2023;1;11;6322170;2;61400934;1;1;1522886;5;49409131;1;1;1;;;1;1;;;15;1;4;15;1;4;;;;;;;;;;;;DCBABCBCADC;AABDCBABBAB;DCDDDBABCBD;BCBBBBAABDA;;;;;;;;;;1;1;;;0;632217031;;9,91948E+14;-1962391;417279;141870271;22989303;9,91948E+14;-1601228;479031;160468021;26774158;;;;;;;;;;;1;1;493;4;12399355878;A;B;A;C;*;A;.;C;B;B;B;B;B;*;D;*;C;C;C;C;C;A;B;A;B;A;D;B;C;B;C;A;A;B;B;B;B;B;B;B;C;B;B;D;B;A;A;A;C;B;D;A;C;A;B;C;D;B;D;C;A;A;D;B;C;B;C;B;A;C
2023;1;11;6322170;2;61400934;1;1;1522886;5;49409132;1;1;1;;;1;1;;;19;5;1;19;5;1;;;;;;;;;;;;CABDDCBCAAA;AACCAABACAD;AABDCDBADCA;CACADBCBBAD;;;;;;;;;;1;1;;;0;632217031;;9,91948E+14;-1243717;332588;181464438;18323391;9,91948E+14;-2104132;596346;132359545;33331166;;;;;;;;;;;1;1;455;4;12399355878;A;B;A;A;A;A;A;B;B;B;B;B;B;F;F;C;C;C;C;C;C;A;A;B;B;B;C;B;B;C;C;B;B;B;A;A;A;B;B;A;A;B;A;D;B;A;A;A;A;A;B;A;A;D;D;D;D;D;D;D;D;B;B;B;B;B;B;B;B;B
2023;1;11;6322170;2;61400934;1;1;1522886;5;49409133;1;1;1;;;1;1;;;2;2;3;2;2;3;;;;;;;;;;;;BBDBDBCBACA;CACCAABACCB;BCCDCABBBDA;BDDAABADABB;;;;;;;;;;1;1;;;0;632217031;;9,91948E+14;-872173;335102;201934046;18461896;9,91948E+14;-70332;33363;246033362;18647357;;;;;;;;;;;1;1;587;6;12399355878;B;D;B;C;A;B;A;D;B;B;A;A;B;D;D;C;C;C;C;C;C;A;B;B;*;C;C;C;B;B;D;B;B;B;B;B;B;B;B;B;A;A;B;A;C;B;A;A;B;D;C;D;D;B;A;A;A;A;A;A;A;A;A;A;A;D;A;A;A;A
2023;1;11;6322170;2;61400934;1;1;1522886;5;49409134;1;1;1;;;1;1;;;4;4;5;4;4;5;;;;;;;;;;;;CAABAB.CA.A;ABBDABAADAB;AAAAABCAABA;AADDCCADDBA;;;;;;;;;;1;1;;;0;632217031;;9,91948E+14;-1787627;402866;151498607;22195243;9,91948E+14;-1702049;574359;1548329;32102262;;;;;;;;;;;1;1;475;4;12399355878;B;B;A;A;A;A;A;C;A;A;A;A;A;F;F;B;C;C;C;C;C;A;B;B;D;B;D;C;B;A;D;B;B;A;A;A;A;B;B;A;B;B;B;D;A;A;A;A;B;A;A;A;D;B;A;D;D;D;D;C;A;A;A;A;A;D;A;A;A;A
2023;1;11;6322170;2;61400934;1;1;1522886;5;49409135;1;1;1;;;1;1;;;5;5;6;5;5;6;;;;;;;;;;;;CADDDBBADAB;BCDAABCADCA;CACBDCBBBCA;ACBABBCBCDC;;;;;;;;;;1;1;;;0;632217031;;9,91948E+14;-433445;348596;226105047;19205326;9,91948E+14;-1072461;447611;190022039;25018021;;;;;;;;;;;1;1;439;3;12399355878;B;B;A;A;A;A;A;B;.;.;B;.;.;F;F;B;C;A;B;A;B;A;A;A;B;A;C;A;B;*;.;B;B;A;A;A;B;B;B;A;.;A;A;.;.;.;.;.;*;*;A;A;A;A;A;A;A;A;A;A;.;*;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408550;1;1;1;;;1;1;;;3;3;4;3;3;4;;;;;;;;;;;;BADBDBCABDD;CACCABCADCD;DCAADDAACAC;BDDCDAADCDA;;;;;;;;;;1;1;;;0;632217031;;1,0628E+15;-1803709;386235;150612596;21278985;1,0628E+15;-2200818;503084;12695554;28118536;;;;;;;;;;;1;1;44;3;11218464842;A;B;A;C;A;A;A;E;B;A;A;B;B;F;F;C;C;C;C;C;C;A;A;B;B;A;D;B;B;C;B;A;B;A;A;B;B;B;A;A;B;B;A;*;C;A;A;C;*;A;B;A;D;A;A;C;D;B;B;A;C;B;B;B;A;B;C;D;C;B
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408551;1;0;0;;;0;0;;;8;1;3;8;1;3;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408552;1;1;1;;;1;1;;;19;5;1;19;5;1;;;;;;;;;;;;CCBADCBDAAB;DDACDCADCCC;BADCBCBBDCD;DCBADACCDAA;;;;;;;;;;1;1;;;0;632217031;;1,0628E+15;-637926;32805;214839501;18073378;1,0628E+15;-819287;480641;204172523;26864144;;;;;;;;;;;1;1;509;5;11218464842;B;B;A;B;A;A;A;C;B;B;A;A;B;F;B;A;C;C;C;C;B;A;B;A;B;A;B;B;D;D;D;B;B;A;B;A;B;B;B;A;A;B;A;D;B;A;A;B;A;A;B;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408553;1;1;1;;;1;1;;;20;6;2;20;6;2;;;;;;;;;;;;ADBAADCBABD;ACDADDBCCBC;ACBABDABBCA;BCCCBBCCACD;;;;;;;;;;1;1;;;0;632217031;;1,0628E+15;-204034;377196;137575798;20780996;1,0628E+15;-2317035;497967;120459901;27832535;;;;;;;;;;;1;1;466;4;11218464842;B;B;A;C;A;.;.;B;.;.;B;B;.;F;F;.;C;C;.;C;C;A;.;B;B;C;C;B;B;A;C;B;B;B;B;A;A;B;B;B;B;B;.;D;B;A;A;A;B;C;B;A;D;B;B;A;C;C;C;A;A;B;A;C;A;A;A;A;A;A
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408877;1;1;1;;;1;1;;;9;2;4;9;2;4;;;;;;;;;;;;AAABAAAABBC;BACBBCBCDCB;CCDDA.CBDAC;AABBBDDDBBB;;;;;;;;;;1;1;;;0;632217031;;1,0628E+15;-1900239;366474;145294433;20190285;1,0628E+15;-187275;45221;145292024;2527507;;;;;;;;;;;1;1;583;6;11218464842;B;B;A;F;A;A;A;C;B;B;A;A;B;F;F;C;C;C;C;.;.;.;B;B;*;D;D;B;B;B;D;B;B;B;B;B;B;B;B;B;C;B;B;I;A;A;A;A;C;C;.;.;.;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408878;1;1;1;;;1;1;;;7;7;1;7;7;1;;;;;;;;;;;;AAAADDAADCB;DADADDAADCB;CDDDADCCDAB;DDBADCBCDBB;;;;;;;;;;1;1;;;0;632217031;;1,0628E+15;-1133051;345352;1875614;19026603;1,0628E+15;460126;33036;275681894;18464589;;;;;;;;;;;1;1;546;5;11218464842;A;D;A;B;A;A;B;D;B;B;.;.;B;D;B;C;A;A;C;A;.;A;B;B;C;A;D;B;B;B;D;B;B;A;B;B;B;B;B;B;A;B;A;D;B;A;A;A;B;A;B;C;D;A;B;A;D;A;B;A;C;D;B;B;C;B;A;B;A;B
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408879;1;1;1;;;1;1;;;1;1;2;1;1;2;;;;;;;;;;;;CDBABBAACCC;CBCBACDBABB;BCBBACBBBCA;BBACBCABCBB;;;;;;;;;;1;1;;;0;632217031;;1,0628E+15;-2179204;433541;129925313;23885232;1,0628E+15;-2147602;541733;129929906;30278718;;;;;;;;;;;1;1;558;6;11218464842;B;B;A;A;A;A;A;B;.;B;.;.;B;D;F;B;C;B;C;C;A;B;A;B;B;B;D;B;B;B;D;B;B;B;B;B;B;B;B;B;.;B;B;A;B;B;A;.;B;C;D;B;C;C;C;B;D;A;D;D;A;A;B;C;A;C;A;D;A;D
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408880;1;1;1;;;1;1;;;4;4;5;4;4;5;;;;;;;;;;;;AADBDBAADAA;CABDDCBACAC;CCACBDBBADA;AADCCCABDDA;;;;;;;;;;1;1;;;0;632217031;;1,0628E+15;-23693;357481;23693172;1969483;1,0628E+15;4527;389423;252494627;21765758;;;;;;;;;;;1;1;582;6;11218464842;A;B;A;*;A;A;A;C;B;B;A;A;B;E;D;B;B;B;C;C;B;A;A;A;B;B;D;C;C;A;D;B;B;A;B;B;B;B;B;B;A;B;B;F;B;A;A;A;C;C;D;D;C;B;B;B;D;D;D;B;C;A;B;A;D;B;C;B;A;A
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408881;1;1;1;;;1;1;;;14;7;2;14;7;2;;;;;;;;;;;;BACCBBAABDB;CDBBDBCDCCB;AA.BC*CC.AB;ADBCBDCDBDC;;;;;;;;;;1;1;;;0;632217031;;1,0628E+15;-1187296;3344;184572861;18423221;1,0628E+15;-1962084;455146;140298939;25439169;;;;;;;;;;;1;0;;1;;A;B;A;B;A;A;A;D;*;*;B;.;.;.;C;*;C;C;C;C;.;*;.;.;*;*;*;.;.;.;.;*;A;*;B;B;B;.;.;.;B;A;A;E;B;A;A;A;*;*;A;C;.;*;*;*;*;*;A;A;A;A;A;A;A;A;A;A;A;A
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408882;1;1;1;;;1;1;;;10;3;5;10;3;5;;;;;;;;;;;;BDCACADBBBA;B.*CB*D.DAB;AAABBBCCDBD;AAAAAAADDDC;;;;;;;;;;1;1;;;0;632217031;;1,0628E+15;-2428983;48145;116164148;265247;1,0628E+15;-1752312;449526;152023584;25125055;;;;;;;;;;;1;1;49;4;11218464842;A;C;A;A;A;A;A;.;A;*;A;A;.;F;F;C;C;C;C;C;C;A;B;A;*;*;B;B;B;D;A;A;B;B;A;B;B;B;B;B;B;B;A;D;B;A;B;A;A;A;A;A;A;A;A;D;D;D;D;D;D;A;B;C;D;D;D;D;D;D
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408883;1;1;1;;;1;1;;;11;4;6;11;4;6;;;;;;;;;;;;AABCDABBBBC;DBAAAADABAB;ABACDADDCAB;CADACBDBABD;;;;;;;;;;1;1;;;0;632217031;;1,0628E+15;-2106199;408422;133947404;22501341;1,0628E+15;-2205539;510267;126691672;2852001;;;;;;;;;;;1;1;456;4;11218464842;A;B;A;C;A;A;A;C;B;B;A;A;B;E;C;B;C;B;B;C;A;A;B;A;B;B;C;B;B;A;.;B;A;A;B;B;B;A;.;.;A;A;A;A;A;A;B;A;A;A;D;D;D;A;D;B;A;A;A;D;A;A;A;A;A;A;A;A;A;A
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408884;1;0;0;;;0;0;;;18;4;7;18;4;7;;;;;;;;;;;;...........;...........;...........;...........;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408885;1;1;1;;;1;1;;;5;5;6;5;5;6;;;;;;;;;;;;ABDCDCBABDC;ADCADACACBD;DCBCBABADCD;ADADDBCBDBD;;;;;;;;;;1;1;;;0;632217031;;1,0628E+15;-1530487;348757;165665314;19214196;1,0628E+15;-1999556;507362;138204541;28357643;;;;;;;;;;;1;1;504;5;11218464842;B;B;A;D;A;A;A;C;A;A;B;B;B;F;F;A;A;C;C;C;B;A;B;A;C;A;D;C;B;B;C;B;B;B;B;B;A;B;A;B;A;A;.;A;B;A;A;A;D;B;D;A;D;A;A;D;A;D;D;A;D;D;D;.;.;.;A;.;.;A
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408886;1;1;1;;;1;1;;;15;1;4;15;1;4;;;;;;;;;;;;DDCCACA.ADC;BBABABCABAA;CBBCDBABCBA;BBBACDADBCA;;;;;;;;;;1;1;;;0;632217031;;1,0628E+15;-1175768;337511;185207977;18594616;1,0628E+15;-2240829;581341;124719232;32492502;;;;;;;;;;;1;1;361;2;11218464842;B;A;A;C;A;.;.;D;B;B;A;A;B;F;B;C;*;C;C;C;.;A;A;A;B;A;C;B;B;A;B;B;B;A;A;A;A;B;A;A;B;B;A;D;B;A;A;A;B;A;B;A;D;A;D;*;A;A;A;A;A;A;A;A;A;A;A;A;A;A
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408887;1;1;1;;;1;1;;;17;3;6;17;3;6;;;;;;;;;;;;CAADBAAADAB;ACCBABBADCB;BAAACBABAAD;ACBABBDBACD;;;;;;;;;;1;1;;;0;632217031;;1,0628E+15;-1187092;422111;1845841;23255514;1,0628E+15;-1760884;41036;151544475;22935976;;;;;;;;;;;1;1;497;4;11218464842;A;B;A;C;A;A;A;D;B;B;.;.;.;F;F;C;C;C;C;C;C;A;A;B;B;B;C;B;B;B;D;A;B;B;B;B;A;B;B;B;B;B;A;D;B;A;A;A;B;B;B;B;B;B;A;C;A;A;A;A;A;B;A;B;C;B;A;D;C;D
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408888;1;1;1;;;1;1;;;21;7;3;21;7;3;;;;;;;;;;;;ACDAACDBDBD;CBCBDBACCBA;BACDCDADCAD;BADBABADABC;;;;;;;;;;1;1;;;0;632217031;;1,0628E+15;-22174;454317;127820967;25029851;1,0628E+15;-163203;410284;158746425;22931728;;;;;;;;;;;1;1;537;5;11218464842;B;B;A;A;A;A;A;D;B;B;A;A;A;F;F;C;C;C;C;C;.;A;B;B;D;*;D;B;C;D;B;B;B;A;B;A;A;B;B;B;A;A;A;H;B;A;A;A;D;A;D;B;D;A;*;D;B;D;B;A;A;A;B;A;B;C;A;A;B;A
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408889;1;1;1;;;1;1;;;2;2;3;2;2;3;;;;;;;;;;;;BBCCBBDAAAB;CCCACAACAAB;AAADCABBDAA;ABBBCBBADBC;;;;;;;;;;1;1;;;0;632217031;;1,0628E+15;-1676186;398065;157638267;21930739;1,0628E+15;-132567;380862;175869599;21287264;;;;;;;;;;;1;1;437;3;11218464842;B;B;A;C;A;A;A;C;B;B;.;B;B;F;F;A;A;A;B;A;A;B;B;B;B;A;D;B;B;B;C;B;A;A;A;A;*;.;B;B;.;B;A;D;B;A;A;A;A;A;A;A;D;D;D;D;C;D;D;A;C;A;B;B;C;B;B;B;B;C
2023;1;11;6322170;2;61403177;1;1;1538718;5;49408890;1;1;1;;;1;1;;;6;6;7;6;6;7;;;;;;;;;;;;BBACDBCCDAA;AAABCDCDCBA;DCDBCDCABCB;BACABCBBABB;;;;;;;;;;1;1;;;0;632217031;;1,0628E+15;-1712458;453209;15563992;24968808;1,0628E+15;-1412947;41874;170991484;23404353;;;;;;;;;;;1;1;505;5;11218464842;A;B;A;C;A;A;A;D;A;B;A;A;*;D;D;*;B;C;C;C;C;A;B;*;B;D;D;B;B;B;B;A;A;B;B;B;B;B;B;B;B;B;B;D;B;A;A;B;B;B;B;B;B;*;B;B;B;B;B;B;B;A;A;B;C;D;C;D;.;D
2023;1;11;6322170;2;61403177;1;1;1538718;5;49409150;1;1;1;;;1;1;;;12;5;7;12;5;7;;;;;;;;;;;;CACDCCDCADC;CCABCADBBCC;CDC.BCBDBCC;BBCBADCBDBC;;;;;;;;;;1;1;;;0;632217031;;1,0628E+15;-1467902;340164;169113333;18740779;1,0628E+15;-2356882;575727;118232759;32178722;;;;;;;;;;;1;1;53;5;11218464842;A;B;A;B;A;.;.;E;*;*;.;.;.;A;F;*;*;A;.;.;.;*;A;.;*;D;D;.;.;.;.;B;B;A;B;A;A;B;B;B;A;*;*;D;B;A;A;A;B;*;*;A;B;.;D;C;A;A;D;A;D;B;A;.;A;*;A;A;D;A
