ID_SAEB;ID_REGIAO;ID_UF;ID_MUNICIPIO;ID_AREA;ID_ESCOLA;IN_PUBLICA;ID_LOCALIZACAO;ID_TURMA;ID_SERIE;ID_ALUNO;IN_SITUACAO_CENSO;IN_PREENCHIMENTO_LP;IN_PREENCHIMENTO_MT;IN_PREENCHIMENTO_CH;IN_PREENCHIMENTO_CN;IN_PRESENCA_LP;IN_PRESENCA_MT;IN_PRESENCA_CH;IN_PRESENCA_CN;ID_CADERNO_LP;ID_BLOCO_1_LP;ID_BLOCO_2_LP;ID_CADERNO_MT;ID_BLOCO_1_MT;ID_BLOCO_2_MT;ID_CADERNO_CH;ID_BLOCO_1_CH;ID_BLOCO_2_CH;NU_BLOCO_1_ABERTA_CH;NU_BLOCO_2_ABERTA_CH;ID_CADERNO_CN;ID_BLOCO_1_CN;ID_BLOCO_2_CN;ID_BLOCO_3_CN;NU_BLOCO_1_ABERTA_CN;NU_BLOCO_2_ABERTA_CN;TX_RESP_BLOCO1_LP;TX_RESP_BLOCO2_LP;TX_RESP_BLOCO1_MT;TX_RESP_BLOCO2_MT;TX_RESP_BLOCO1_CH;TX_RESP_BLOCO2_CH;CO_CONCEITO_Q1_CH;CO_CONCEITO_Q2_CH;TX_RESP_BLOCO1_CN;TX_RESP_BLOCO2_CN;TX_RESP_BLOCO3_CN;CO_CONCEITO_Q1_CN;CO_CONCEITO_Q2_CN;IN_PROFICIENCIA_LP;IN_PROFICIENCIA_MT;IN_PROFICIENCIA_CH;IN_PROFICIENCIA_CN;IN_AMOSTRA;ESTRATO;ESTRATO_CIENCIAS;PESO_ALUNO_LP;PROFICIENCIA_LP;ERRO_PADRAO_LP;PROFICIENCIA_LP_SAEB;ERRO_PADRAO_LP_SAEB;PESO_ALUNO_MT;PROFICIENCIA_MT;ERRO_PADRAO_MT;PROFICIENCIA_MT_SAEB;ERRO_PADRAO_MT_SAEB;PESO_ALUNO_CH;PROFICIENCIA_CH;ERRO_PADRAO_CH;PROFICIENCIA_CH_SAEB;ERRO_PADRAO_CH_SAEB;PESO_ALUNO_CN;PROFICIENCIA_CN;ERRO_PADRAO_CN;PROFICIENCIA_CN_SAEB;ERRO_PADRAO_CN_SAEB;IN_PREENCHIMENTO_QUESTIONARIO;IN_INSE;INSE_ALUNO;NU_TIPO_NIVEL_INSE;PESO_ALUNO_INSE;TX_RESP_Q01;TX_RESP_Q02;TX_RESP_Q03;TX_RESP_Q04;TX_RESP_Q05a;TX_RESP_Q05b;TX_RESP_Q05c;TX_RESP_Q06;TX_RESP_Q07a;TX_RESP_Q07b;TX_RESP_Q07c;TX_RESP_Q07d;TX_RESP_Q07e;TX_RESP_Q08;TX_RESP_Q09;TX_RESP_Q10a;TX_RESP_Q10b;TX_RESP_Q10c;TX_RESP_Q10d;TX_RESP_Q10e;TX_RESP_Q10f;TX_RESP_Q11a;TX_RESP_Q11b;TX_RESP_Q11c;TX_RESP_Q12a;TX_RESP_Q12b;TX_RESP_Q12c;TX_RESP_Q12d;TX_RESP_Q12e;TX_RESP_Q12f;TX_RESP_Q12g;TX_RESP_Q13a;TX_RESP_Q13b;TX_RESP_Q13c;TX_RESP_Q13d;TX_RESP_Q13e;TX_RESP_Q13f;TX_RESP_Q13g;TX_RESP_Q13h;TX_RESP_Q13i;TX_RESP_Q14;TX_RESP_Q15a;TX_RESP_Q15b;TX_RESP_Q16;TX_RESP_Q17;TX_RESP_Q18;TX_RESP_Q19;TX_RESP_Q20;TX_RESP_Q21a;TX_RESP_Q21b;TX_RESP_Q21c;TX_RESP_Q21d;TX_RESP_Q21e;TX_RESP_Q22a;TX_RESP_Q22b;TX_RESP_Q22c;TX_RESP_Q22d;TX_RESP_Q22e;TX_RESP_Q22f;TX_RESP_Q22g;TX_RESP_Q22h;TX_RESP_Q23a;TX_RESP_Q23b;TX_RESP_Q23c;TX_RESP_Q23d;TX_RESP_Q23e;TX_RESP_Q23f;TX_RESP_Q23g;TX_RESP_Q23h;TX_RESP_Q23i;TX_RESP_Q24
2023;1;11;6322170;2;61400934;1;1;1704202;9;49408740;1;1;1;;;1;1;;;11;4;6;11;4;6;;;;;;;;;;;;ACBDCBABBDBAB;ADBCDCDBDACDA;DCBCADCABABCB;CCABDCADABADA;;;;;;;;;;1;1;;;0;632217031;;1,5E+15;-1252151;486431;180999781;2679912;1,5E+15;-558746;558319;218734766;31205749;;;;;;;;;;;1;1;527;5;1875;A;B;A;C;A;A;A;D;B;B;A;A;A;D;D;A;B;B;B;B;B;B;B;A;B;B;C;B;B;B;D;A;B;B;B;B;B;B;B;B;C;B;A;D;C;A;A;A;A;A;D;D;D;C;C;D;D;D;D;A;C;B;B;B;B;B;B;B;B;B;B
2023;1;11;6322170;2;61400934;1;1;1704202;9;49408741;1;0;0;;;0;0;;;20;6;2;20;6;2;;;;;;;;;;;;.............;.............;.............;.............;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61400934;1;1;1704202;9;49408742;1;0;0;;;0;0;;;21;7;3;21;7;3;;;;;;;;;;;;.............;.............;.............;.............;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61400934;1;1;1704202;9;49409136;1;1;1;;;1;1;;;5;5;6;5;5;6;;;;;;;;;;;;ACBDCADDACBDC;DCBBACCBDBADC;BBDCBACBBABAA;CCDBABCBDBCAB;;;;;;;;;;1;1;;;0;632217031;;1,5E+15;-597317;422826;217076788;23294906;1,5E+15;-1142734;63057;186094318;35244025;;;;;;;;;;;1;0;;1;;B;D;A;B;A;.;.;C;B;.;.;.;.;F;F;.;.;.;.;.;C;.;B;.;.;.;C;.;.;.;.;.;.;.;B;.;.;.;.;.;B;B;.;D;C;A;A;A;.;.;.;.;D;.;.;D;.;.;.;.;.;B;.;.;.;.;.;.;.;.;A
2023;1;11;6322170;2;61400934;1;1;1704202;9;49409137;1;0;0;;;0;0;;;15;1;4;15;1;4;;;;;;;;;;;;.............;.............;.............;.............;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61400934;1;1;1704202;9;49409138;1;0;0;;;0;0;;;17;3;6;17;3;6;;;;;;;;;;;;.............;.............;.............;.............;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61400934;1;1;1704202;9;49409139;1;0;0;;;0;0;;;9;2;4;9;2;4;;;;;;;;;;;;.............;.............;.............;.............;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61400934;1;1;1704202;9;49409140;1;1;1;;;1;1;;;6;6;7;6;6;7;;;;;;;;;;;;DDBACDDCADCCC;ABCBBCDDCADBC;DBCCCCADCCACC;ADCCAACABCADB;;;;;;;;;;1;1;;;0;632217031;;1,5E+15;-679467;449085;212550868;24741603;1,5E+15;-131613;417911;242608224;23358019;;;;;;;;;;;1;1;466;4;1875;B;C;A;C;A;.;.;C;B;B;.;.;.;B;C;.;.;C;.;.;.;A;A;A;B;A;D;B;B;B;D;A;B;B;A;B;B;B;B;A;B;B;.;D;B;A;B;A;B;A;D;A;C;B;A;.;D;D;C;A;B;B;A;B;A;B;B;B;A;A;A
2023;1;11;6322170;2;61400934;1;1;1704202;9;49409141;1;0;0;;;0;0;;;7;7;1;7;7;1;;;;;;;;;;;;.............;.............;.............;.............;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61400934;1;1;1704202;9;49409142;1;1;1;;;1;1;;;8;1;3;8;1;3;;;;;;;;;;;;CDBACCCADDDAA;CADDDAACBAAAA;ABBCBDDABCDDD;ABABADACBCDDC;;;;;;;;;;1;1;;;0;632217031;;1,5E+15;-1389998;513235;173405326;28275842;1,5E+15;-399231;421764;227650431;23573372;;;;;;;;;;;1;1;468;4;1875;A;B;A;.;A;A;A;C;B;B;A;A;A;B;D;B;A;C;C;C;B;A;B;B;B;B;D;B;B;B;D;A;B;B;A;B;A;B;B;A;C;B;A;D;B;A;B;A;B;A;C;D;B;A;A;C;A;A;A;A;A;B;B;A;C;C;B;A;A;A;C
2023;1;11;6322170;2;61400934;1;1;1704202;9;49409143;1;0;0;;;0;0;;;14;7;2;14;7;2;;;;;;;;;;;;.............;.............;.............;.............;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61400934;1;1;1704202;9;49409144;1;1;1;;;1;1;;;16;2;5;16;2;5;;;;;;;;;;;;BCDCDCCACCA.C;ABCBCADDADBCA;CBAADBADABCB.;..CDDABADAACA;;;;;;;;;;1;1;;;0;632217031;;1,5E+15;936254;341841;301566371;1883317;1,5E+15;300826;498683;266778246;27872554;;;;;;;;;;;1;1;611;7;1875;B;B;A;C;A;A;A;C;A;A;.;.;B;D;D;C;C;C;C;C;C;A;A;B;C;B;D;B;D;C;D;B;B;B;B;B;A;B;B;B;B;B;.;D;B;A;A;A;B;A;D;A;C;B;C;B;B;C;B;B;C;A;B;B;A;B;A;A;A;A;C
2023;1;11;6322170;2;61400934;1;1;1704202;9;49409145;1;1;1;;;1;1;;;13;6;1;13;6;1;;;;;;;;;;;;ACBDCBDBABBAB;CDBAAAACADADA;DBBDADBDDDACC;DBCBABDABCDBA;;;;;;;;;;1;1;;;0;632217031;;1,5E+15;-825098;409835;204527567;22579188;1,5E+15;326979;370228;268239998;20692905;;;;;;;;;;;1;1;48;4;1875;A;B;A;A;A;A;A;B;.;.;.;.;.;B;A;B;C;C;B;B;B;A;A;A;B;A;D;B;B;B;B;B;B;B;A;B;B;B;B;B;C;B;.;D;B;A;A;A;B;A;C;C;C;B;B;C;C;C;C;C;B;A;B;B;C;B;B;B;B;B;B
2023;1;11;6322170;2;61400934;1;1;1704202;9;49409146;1;1;1;;;1;1;;;18;4;7;18;4;7;;;;;;;;;;;;DBCCADABABBDA;CADABBDABAADB;CCDBADCCBCACB;CAADBDCDBBCBC;;;;;;;;;;1;1;;;0;632217031;;1,5E+15;372389;349039;270501152;19229732;1,5E+15;421966;446098;273549043;24933456;;;;;;;;;;;1;1;479;4;1875;B;A;A;C;A;A;A;D;B;B;A;A;B;C;F;B;B;C;C;C;C;A;A;A;B;B;D;B;B;B;D;B;B;A;B;A;A;B;B;A;A;B;A;D;B;A;A;A;C;A;D;C;C;C;C;C;B;C;B;A;B;B;C;C;B;C;*;B;B;A;D
2023;1;11;6322170;2;61400934;1;1;1704202;9;49409147;1;1;1;;;1;1;;;10;3;5;10;3;5;;;;;;;;;;;;ABCDBACDBDABA;BABDCBAACDDCA;BACBBCDDACDCB;BBCCAAADABBAA;;;;;;;;;;1;1;;;0;632217031;;1,5E+15;-1479564;559498;168470834;30824626;1,5E+15;-1080701;662424;189561486;37024419;;;;;;;;;;;1;0;;1;;C;C;A;F;.;.;A;E;*;*;A;B;.;F;F;A;.;.;.;.;.;.;B;B;C;.;.;C;C;.;.;.;.;.;.;.;.;B;B;.;A;.;B;D;D;.;.;.;D;D;D;D;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61400934;1;1;1704202;9;49409148;1;1;1;;;1;1;;;19;5;1;19;5;1;;;;;;;;;;;;ACCBCADDADBDA;AADACBCCDDADB;AABBADBDDACCB;ABAAACDABCBCA;;;;;;;;;;1;1;;;0;632217031;;1,5E+15;355985;30829;269597401;16984733;1,5E+15;491273;444573;277422773;2484822;;;;;;;;;;;1;1;559;6;1875;B;A;A;A;A;A;A;C;B;B;A;A;B;C;F;B;C;C;B;C;C;A;B;B;B;B;D;C;D;B;D;B;B;B;A;B;A;B;B;B;A;A;A;A;C;A;A;A;B;A;C;A;D;B;B;B;B;C;B;A;C;B;B;B;B;C;B;B;B;B;C
2023;1;11;6322170;2;61400934;1;1;1704202;9;49409149;1;1;1;;;1;1;;;12;5;7;12;5;7;;;;;;;;;;;;ADCBCCADADBCB;AADDBADABADAD;BBAADDDDDADCB;BDCDBDBDABCBA;;;;;;;;;;1;1;;;0;632217031;;1,5E+15;8916;359778;299106232;1982138;1,5E+15;-168766;494286;240531656;27626795;;;;;;;;;;;1;1;44;3;1875;B;B;A;C;A;A;A;D;B;B;A;A;B;C;F;B;C;C;C;C;B;A;A;B;B;A;C;A;B;B;B;B;B;A;A;A;A;B;B;B;C;B;A;I;C;A;A;A;B;A;D;A;D;C;D;D;C;C;C;B;C;B;B;B;C;B;D;A;B;A;D
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408554;1;1;1;;;1;1;;;1;1;2;1;1;2;;;;;;;;;;;;DADBCABDABACB;CCBBBADCCBDAA;ACDCBDDABCCCA;CCCDADBCAADCD;;;;;;;;;;1;1;;;0;632217031;;1,2E+15;-629434;373623;215307354;20584147;1,2E+15;-863267;470947;201714379;26322324;;;;;;;;;;;1;1;494;4;125;B;D;A;C;A;A;A;C;A;A;A;A;B;.;C;B;C;C;C;C;B;A;A;A;D;*;D;B;C;B;D;A;B;B;A;B;A;B;B;A;C;B;A;D;B;A;B;A;D;A;D;A;D;A;B;C;C;C;D;A;B;A;B;A;C;D;C;B;B;A;C
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408555;1;0;0;;;0;0;;;1;1;2;1;1;2;;;;;;;;;;;;.............;.............;.............;.............;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408556;1;0;0;;;0;0;;;2;2;3;2;2;3;;;;;;;;;;;;.............;.............;.............;.............;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408557;1;0;0;;;0;0;;;18;4;7;18;4;7;;;;;;;;;;;;.............;.............;.............;.............;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408558;1;1;1;;;1;1;;;18;4;7;18;4;7;;;;;;;;;;;;CBDCABABABBDA;CBDBDBDDBACBD;CDBDADCBBDADC;CDABDCBDAABCB;;;;;;;;;;1;1;;;0;632217031;;1,2E+15;463827;340474;275538779;18757858;1,2E+15;49841;385653;277821676;21555044;;;;;;;;;;;1;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;D;A;A;A;A;B;B;D;A;C;A;D;C;C;C;B;A;B;A;B;C;B;B;B;A;B;A;C
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408559;1;0;0;;;0;0;;;15;1;4;15;1;4;;;;;;;;;;;;.............;.............;.............;.............;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408560;1;1;1;;;1;1;;;2;2;3;2;2;3;;;;;;;;;;;;B*CCB*ADCDBAB;CDBCADBCDCBAB;CBCCDDACAADBD;AADBDDDCBAAAB;;;;;;;;;;1;1;;;0;632217031;;1,2E+15;-105379;474196;191928155;26125052;1,2E+15;-361727;424783;229746617;23742111;;;;;;;;;;;1;1;447;3;125;A;E;A;E;A;A;A;C;B;B;A;A;A;E;B;C;C;C;C;C;C;A;B;B;B;A;D;B;B;A;B;B;B;B;B;B;A;B;A;B;B;B;A;D;C;A;B;A;C;C;C;C;C;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A;D
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408561;1;1;1;;;1;1;;;19;5;1;19;5;1;;;;;;;;;;;;ADBBCCDDADBBD;AABCCCBACAAAB;BCDDDADCBBDAB;ACCDABDABCCDA;;;;;;;;;;1;1;;;0;632217031;;1,2E+15;212667;340408;26170153;18754221;1,2E+15;-759746;495353;207500408;27686432;;;;;;;;;;;1;1;598;6;125;A;B;A;C;A;A;A;B;B;B;A;A;A;E;C;B;C;C;C;C;C;A;A;A;B;C;D;C;B;B;D;B;B;B;B;B;B;B;B;B;A;A;A;F;A;A;A;A;C;A;D;A;D;B;.;B;A;A;A;A;B;B;B;A;A;B;C;A;A;A;C
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408562;1;1;1;;;1;1;;;16;2;5;16;2;5;;;;;;;;;;;;CDABDBDABACAC;CDCDCCDDABBAC;CAABCBCDADDBB;ACCBDABDDAACC;;;;;;;;;;1;1;;;0;632217031;;1,2E+15;-690722;398644;211930792;21962639;1,2E+15;945851;359646;302830195;20101452;;;;;;;;;;;1;1;391;2;125;B;.;A;C;A;A;A;C;B;B;A;A;B;F;A;B;C;C;C;C;C;A;A;A;C;A;C;A;B;A;D;A;B;B;A;B;A;A;B;A;B;B;*;D;B;A;A;A;D;A;D;A;B;A;A;C;C;B;A;A;C;B;A;B;A;*;B;B;B;A;C
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408563;1;0;0;;;0;0;;;9;2;4;9;2;4;;;;;;;;;;;;.............;.............;.............;.............;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408564;1;0;0;;;0;0;;;14;7;2;14;7;2;;;;;;;;;;;;.............;.............;.............;.............;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408565;1;1;1;;;1;1;;;17;3;6;17;3;6;;;;;;;;;;;;DACADCBCDDBBC;DCBBCBDCCDADB;CBBCACDBDABCA;ADCCABCDACABA;;;;;;;;;;1;1;;;0;632217031;;1,2E+15;-462084;363535;224527229;20028366;1,2E+15;-1602514;677829;160396143;37885441;;;;;;;;;;;1;1;546;5;125;A;B;A;A;A;A;A;B;B;B;A;A;A;E;F;B;B;C;B;C;A;A;B;B;B;B;C;C;B;B;D;B;B;B;B;B;A;B;B;B;A;B;A;D;B;A;A;A;B;C;A;D;D;A;B;B;D;D;D;A;D;B;C;*;D;D;C;B;B;B;B
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408566;1;1;1;;;1;1;;;7;7;1;7;7;1;;;;;;;;;;;;CBDBCCDADDAAC;DABDCBCCBADCD;ACBBABCDBADAA;BACADADABACCB;;;;;;;;;;1;1;;;0;632217031;;1,2E+15;-727987;443253;209877738;24420298;1,2E+15;-570275;4871;218090384;27225153;;;;;;;;;;;1;1;486;4;125;A;B;A;A;A;A;A;C;B;B;A;A;B;A;C;A;C;C;C;C;B;A;A;A;C;A;D;B;B;A;D;B;B;B;B;B;A;B;B;B;A;A;A;A;C;A;B;A;C;B;D;D;D;A;B;B;C;C;C;B;A;B;C;B;B;B;B;B;B;A;C
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408567;1;1;1;;;1;1;;;4;4;5;4;4;5;;;;;;;;;;;;ABACABADABBDA;ABCADDDDADBCA;DCBDADCABCAAA;BBBCCBBBDCABA;;;;;;;;;;1;1;;;0;632217031;;1,2E+15;351606;309392;269356147;17045446;1,2E+15;573614;399005;282025003;22301318;;;;;;;;;;;1;1;592;6;125;A;A;A;C;A;A;A;C;B;B;A;A;B;E;E;C;C;C;C;C;C;A;B;A;B;C;D;B;C;B;D;B;B;B;B;B;A;B;B;B;A;B;A;F;B;A;A;A;B;C;C;D;D;A;B;D;B;B;B;B;B;B;B;B;B;C;B;B;B;B;C
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408568;1;1;1;;;1;1;;;3;3;4;3;3;4;;;;;;;;;;;;BCDCABCDDCDCA;DBDDBACBACD*C;BBDBADCACCDDA;ACBDCBDABABDC;;;;;;;;;;1;1;;;0;632217031;;1,2E+15;-713921;404474;210652681;22283833;1,2E+15;-775081;512585;2066433;28649569;;;;;;;;;;;1;1;501;5;125;B;B;A;C;A;A;A;D;B;B;A;A;B;A;C;B;C;C;C;C;B;A;B;A;C;A;C;B;B;B;D;B;B;A;B;B;A;B;B;B;.;B;A;D;B;A;A;A;C;C;D;.;C;B;B;C;C;C;B;A;B;A;B;A;A;B;A;B;A;A;C
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408569;1;1;1;;;1;1;;;5;5;6;5;5;6;;;;;;;;;;;;ADBBCCDDADCAC;ACACCBDDABDDD;CACCCDCBDDDAB;ADABDDBCDCCBA;;;;;;;;;;1;1;;;0;632217031;;1,2E+15;305115;302309;266794801;16655219;1,2E+15;-1264443;645518;179291718;36079504;;;;;;;;;;;1;1;541;5;125;A;B;A;A;A;A;A;B;.;.;B;B;.;B;C;.;C;B;C;C;C;A;B;B;B;A;D;B;C;C;D;B;B;B;B;B;A;B;B;B;A;B;.;D;B;A;A;A;B;A;C;D;C;B;C;C;B;C;A;*;.;B;C;B;C;C;B;B;B;B;B
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408570;1;0;0;;;0;0;;;8;1;3;8;1;3;;;;;;;;;;;;.............;.............;.............;.............;;;;;;;;;;0;0;;;0;632217031;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408825;1;1;1;;;1;1;;;21;7;3;21;7;3;;;;;;;;;;;;CBAABBDCCDCAC;DADDBCBABCDAA;CDDDCBADBAACC;CADBBDCCCCCAC;;;;;;;;;;1;1;;;0;632217031;;1,2E+15;-74926;494077;208705737;27220363;1,2E+15;-5283;355119;249669102;19848428;;;;;;;;;;;1;1;5;5;125;B;C;A;B;A;A;A;E;B;B;A;A;B;D;C;B;A;C;*;.;C;A;A;A;B;B;C;C;B;B;D;B;B;A;A;B;A;B;B;A;A;B;.;.;.;.;.;.;A;B;C;A;D;C;B;A;C;D;C;A;C;B;A;C;C;D;C;A;A;A;B
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408826;1;1;1;;;1;1;;;10;3;5;10;3;5;;;;;;;;;;;;DCCDABCADDABC;ADBCCCDDADBBC;CABBADCCCADAB;ABABDDBDDADBB;;;;;;;;;;1;1;;;0;632217031;;1,2E+15;504;311357;252761695;17153704;1,2E+15;341361;387908;269043842;21681081;;;;;;;;;;;1;1;45;4;125;A;D;A;A;A;A;A;D;B;B;A;A;B;B;A;B;C;C;C;C;B;A;A;A;B;.;C;B;B;A;D;B;B;A;A;B;B;.;B;A;B;B;A;D;C;A;A;B;B;B;D;D;C;B;C;B;B;C;B;A;C;B;B;A;B;B;B;A;A;B;C
2023;1;11;6322170;2;61403177;1;1;1704201;9;49408827;1;1;1;;;1;1;;;19;5;1;19;5;1;;;;;;;;;;;;CBBDCCBADABBA;DADACCBADADDD;BCBAADCDDADDA;BDAADBDABADBC;;;;;;;;;;1;1;;;0;632217031;;1,2E+15;-763835;418318;207902751;23046545;1,2E+15;-595773;589493;216665241;32948136;;;;;;;;;;;1;1;448;3;125;A;A;A;C;A;A;A;D;B;B;.;.;B;A;A;A;B;B;B;B;B;A;A;B;B;A;D;B;B;B;D;A;B;A;A;A;B;.;*;B;A;B;A;H;C;A;A;A;B;B;B;D;C;D;C;C;D;D;D;A;B;B;B;B;B;B;B;B;B;B;B
